2018-11-15 00:02:21.600,401,51338,1.0000,3980000.000000000000
2018-11-15 00:02:21.600,401,51338,1.0000,1280000.000000000000
2018-11-15 00:02:21.600,401,51338,1.0000,2750000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,1930000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,4880000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,3850000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,1180000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,380000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,480000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,950000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,3950000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,1180000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,1280000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,3400000.000000000000
2018-11-15 00:08:45.257,401,51338,1.0000,1250000.000000000000
2018-11-15 18:52:42.437,401,51338,1.0000,4430000.000000000000
2018-11-15 18:52:42.437,401,51338,1.0000,1930000.000000000000
2018-11-15 18:52:42.437,401,51338,1.0000,2980000.000000000000
2018-11-15 18:52:42.437,401,51338,1.0000,1180000.000000000000
2018-11-15 18:52:42.437,401,51338,1.0000,650000.000000000000
2018-11-15 18:52:42.437,401,51338,1.0000,920000.000000000000
2018-11-15 18:52:42.437,401,51338,1.0000,750000.000000000000
2018-11-15 21:20:15.800,401,51338,1.0000,2750000.000000000000
2018-11-15 21:26:15.520,401,51338,1.0000,2970000.000000000000
2018-11-15 21:50:55.007,401,51338,1.0000,2750000.000000000000
2018-11-15 21:50:55.007,401,51338,1.0000,2750000.000000000000
2018-11-15 22:00:57.617,401,51338,1.0000,4880000.000000000000
2018-11-15 22:03:50.587,401,51338,1.0000,1250000.000000000000
2018-11-16 13:30:28.783,401,51338,1.0000,3780000.000000000000
2018-11-16 13:32:57.377,401,51338,1.0000,4870000.000000000000
2018-11-16 13:36:35.800,401,51338,1.0000,5950000.000000000000
2018-11-16 14:41:03.277,401,51338,1.0000,650000.000000000000
2018-11-16 15:15:56.327,401,51338,1.0000,4700000.000000000000
2018-11-16 15:25:08.953,401,51338,1.0000,980000.000000000000
2018-11-16 16:11:45.257,401,51338,1.0000,3850000.000000000000
2018-11-16 16:30:28.603,401,51338,1.0000,1280000.000000000000
2018-11-16 16:30:28.603,401,51338,1.0000,650000.000000000000
2018-11-16 17:33:25.453,401,51338,1.0000,450000.000000000000
2018-11-16 17:39:03.830,401,51338,1.0000,3850000.000000000000
2018-11-16 17:58:21.770,401,51338,1.0000,4880000.000000000000
2018-11-16 18:16:34.960,401,51338,1.0000,880000.000000000000
2018-11-16 19:03:07.873,401,51338,1.0000,2750000.000000000000
2018-11-16 19:21:37.563,401,51338,1.0000,980000.000000000000
2018-11-16 19:25:41.687,401,51338,1.0000,4880000.000000000000
2018-11-16 19:28:53.767,401,51338,1.0000,1280000.000000000000
2018-11-16 19:40:03.220,401,51338,1.0000,4880000.000000000000
2018-11-16 19:48:10.270,401,51338,1.0000,4700000.000000000000
2018-11-16 19:51:15.737,401,51338,1.0000,980000.000000000000
2018-11-16 21:36:06.110,401,51338,1.0000,1280000.000000000000
2018-11-16 23:48:09.377,401,51338,1.0000,6550000.000000000000
2018-11-17 13:26:43.393,401,51338,1.0000,550000.000000000000
2018-11-17 14:07:19.413,401,51338,1.0000,2750000.000000000000
2018-11-17 14:07:19.413,401,51338,1.0000,2750000.000000000000
2018-11-17 14:07:19.413,401,51338,1.0000,2980000.000000000000
2018-11-17 14:07:19.413,401,51338,1.0000,5950000.000000000000
2018-11-17 14:44:54.667,401,51338,1.0000,3850000.000000000000
2018-11-17 14:44:54.667,401,51338,1.0000,3850000.000000000000
2018-11-17 14:44:54.667,401,51338,1.0000,3850000.000000000000
2018-11-17 17:30:37.423,401,51338,1.0000,3710000.000000000000
2018-11-17 18:42:31.620,401,51338,1.0000,880000.000000000000
2018-11-17 18:42:31.620,401,51338,1.0000,2750000.000000000000
2018-11-17 20:26:53.257,401,51338,1.0000,1280000.000000000000
2018-11-18 13:51:03.427,401,51338,1.0000,880000.000000000000
2018-11-18 20:12:27.693,401,51338,1.0000,680000.000000000000
2018-11-19 12:35:34.667,401,51338,1.0000,2980000.000000000000
2018-11-19 12:46:50.700,401,51338,1.0000,3850000.000000000000
2018-11-19 13:59:51.197,401,51338,1.0000,6550000.000000000000
2018-11-19 17:57:52.707,401,51338,1.0000,1280000.000000000000
2018-11-19 18:37:36.290,401,51338,1.0000,1340000.000000000000
2018-11-19 19:32:14.657,401,51338,1.0000,920000.000000000000
2018-11-19 19:46:10.020,401,51338,1.0000,4700000.000000000000
